player_id,last_name,first_name,team_name,start_year,end_year,sb_attempts,catcher_stealing_runs,caught_stealing_above_average,n_cs,rate_cs,est_cs_pct,cs_aa_per_throw,seasonal_runner_speed,runner_distance_from_second,pop_time,exchange_time,arm_strength,n_xcs_with_flight_over_xcs,n_xcs_with_exchange_over_xcs,n_xcs_with_accuracy_over_xcs,n_xcs_with_ground_other_over_xcs,n_xcs_with_onfly_other_over_xcs,n_xcs_with_untracked_other_over_xcs
624512,McGuire, Reese,TOR,2019,2021,30,1.000374133,1.539037128,10,0.333333333,0.282032096,0.051301238,28.44,57.51250849,1.974115385,0.667884615,75.63541077,-1.559740144,2.947420988,0.79460812,0.792382381,-1.435634218,0
425877,Molina, Yadier,STL,2019,2021,52,5.478014159,8.42771409,22,0.423076923,0.261005498,0.162071425,28.23076923,56.44376008,1.924615385,0.693384615,79.82630692,1.706982526,3.307440321,2.452872736,0.549122336,0.799926712,-0.388630541
553882,Narváez, Omar,MIL,2019,2021,109,-2.048880468,-3.152123796,24,0.220183486,0.249102053,-0.028918567,28.21100917,56.66401699,2.032686047,0.72825,75.64471393,-6.292420119,2.805228302,4.12319728,1.318241186,-4.786961009,-0.319409436
592663,Realmuto, J.T.,PHI,2019,2021,103,11.32208031,17.41858509,40,0.388349515,0.219237038,0.169112477,28.09223301,55.1023936,1.865316667,0.693322034,84.43970446,9.752738167,3.384469111,-2.865709165,5.747128058,2.740978225,-1.341019303
593590,Rivas, Webster,SD,2021,2021,10,1.220970398,1.878415997,4,0.4,0.2121584,0.1878416,28.4,55.74186372,1.899857143,0.661857143,79.89936714,0.376848876,1.282387097,-0.674707784,1.289613262,0.127760517,-0.523485973
519222,Romine, Austin,CHC,2019,2021,40,-3.191238982,-4.909598433,6,0.15,0.272739961,-0.122739961,28.08,55.94788091,2.082548387,0.8384,78.24204966,0.470107795,-5.594160106,1.357326017,-0.747839921,-0.162948301,-0.232083918
596119,Swihart, Blake,AZ,2019,2019,3,-0.215218549,-0.331105459,0,0,0.110368486,-0.110368486,28.3,49.05979632,1.93,0.654,82.369,0.126842434,0.231144453,0.062732118,0,-0.751824465,0
596142,Sánchez, Gary,NYY,2019,2021,77,0.856100886,1.317078286,18,0.233766234,0.216661321,0.017104913,28.07922078,55.05968342,1.951980392,0.7486,82.57527922,5.34292665,-0.707923427,-1.15336531,1.107835736,-3.173657029,-0.098738333
593993,Briceño, José,LAA,2019,2020,1,-0.146086796,-0.224748917,0,0,0.224748917,-0.224748917,29.4,57.47873869,1.88,0.693,82.21513,0.102104562,0.0919026,-0.21648428,-0.202271798,0,0
669134,Campusano, Luis,SD,2020,2021,3,-0.278275274,-0.428115807,0,0,0.142705269,-0.142705269,28.2,54.07813535,1.9215,0.7355,79.99312,0.034243554,-0.143001857,-0.244971062,-0.026783166,-0.047603276,0
602080,Castillo, Erick,CHC,2021,2021,3,0.279113608,0.42940555,1,0.333333333,0.19019815,0.143135183,28.8,57.02243842,1.991666667,0.727333333,77.36838333,-0.055596752,0.279107289,0.081538959,0,0.124356055,0
543148,Federowicz, Tim,TEX,2019,2019,8,0.358402529,0.551388506,3,0.375,0.306076437,0.068923563,28.3,56.18000184,2.04,0.7,76.5845,-0.22686087,0.035747345,-0.502477616,0.390747474,0.854232173,0
572863,Garneau, Dustin,DET,2019,2021,36,0.755140858,1.161755166,10,0.277777778,0.245506801,0.032270977,27.93888889,55.74253743,1.967875,0.684458333,76.71231083,-0.779986664,1.355824282,0.069295616,-0.264513485,0.781135417,0
623168,Heineman, Tyler,SF,2019,2021,10,1.639621806,2.522495087,5,0.5,0.247750491,0.252249509,28.51,56.63259947,1.962875,0.676625,75.80412167,-0.337890675,1.314541594,-0.257932967,0.362860233,1.440916901,0
543302,Herrmann, Chris,OAK,2019,2019,4,-0.490368996,-0.754413839,1,0.25,0.43860346,-0.18860346,28.5,58.60013543,2.0045,0.7505,79.968,0.130594848,-0.003805574,-0.024961684,0.672174106,-1.528415535,0
455104,Iannetta, Chris,COL,2019,2019,16,-1.221591155,-1.879371007,3,0.1875,0.304960688,-0.117460688,28.34375,57.14118612,2.082375,0.754375,78.187375,-0.130169758,-1.018338574,-0.359674567,-0.129703899,-0.951456613,0.709972404
672386,Kirk, Alejandro,TOR,2020,2021,20,-0.710825798,-1.093578151,3,0.15,0.204678908,-0.054678908,28.45,56.43412285,1.966444444,0.698166667,77.31854667,-0.50789173,1.369938291,-0.052976144,0.11397623,-2.016624797,0
668800,Knizner, Andrew,STL,2019,2021,20,0.1407325,0.216511538,6,0.3,0.289174423,0.010825577,28.19,57.74607088,2.000125,0.7626875,78.85443938,0.320985803,-0.09387046,-1.639393742,1.440336824,0.188453112,0
543432,Lavarnway, Ryan,CLE,2019,2021,4,0.35433701,0.545133861,2,0.5,0.363716535,0.136283465,28.45,58.91555037,2.023,0.743,76.89215,-0.044224737,0.054127649,-0.58246879,1.484459573,-0.366759834,0
431145,Martin, Russell,LAD,2019,2019,18,-0.804123809,-1.237113553,3,0.166666667,0.235395197,-0.068728531,28.51111111,55.02037469,2.035,0.766777778,78.61425,0.09019378,-1.362732188,-0.316185465,0.8513623,0.127600026,-0.627352005
